id,property_name,country,property_title,property_intro
1501,Sandblu Resort Santorini,Greece,Sandblu Resort Santorini: Whitewashed Calm by Volcanic Sands,"On Santorini's quieter south-eastern coast, Sandblu Resort looks out across dark volcanic sand and open Aegean horizon, far from the crush of the caldera towns. Sculpted whitewashed suites, private plunge pools and shaded terraces echo Cycladic building traditions, while menus lean on island growers, Assyrtiko vines and the day's catch. Spend mornings swimming before breakfast, afternoons exploring Kamari's vineyards and ruins, and evenings watching the sea turn silver."
1502,Golden Eye,Jamaica,GoldenEye: Ian Fleming's Legendary Slice of Jamaica's North Coast,"On the shore at Oracabessa, where Ian Fleming wrote the Bond novels, GoldenEye unfolds across lagoons, private beaches and gardens thick with breadfruit and sea grape. Villas and beach huts are dressed in Jamaican craftsmanship, louvred and open to the trade winds. Days drift between paddleboarding the brackish lagoon, reggae evenings at Bizot Bar and snorkelling the Oracabessa Fish Sanctuary, a community-led reef project quietly restoring life beneath the water."
1503,Petit St. Vincent,Saint Vincent and the Grenadines,Petit St. Vincent: A Private Grenadine Island of Quiet Luxury,"On its own 115-acre island in the southern Grenadines, Petit St. Vincent has no telephones or televisions — guests raise a yellow flag for service, or a red one for solitude. Twenty-two stone cottages, built by local craftsmen from island bluebitch rock, sit among hibiscus and sea grape above nine beaches. Days drift between the Jean-Michel Cousteau dive centre, hilltop yoga and the organic garden, while coral restoration and island schooling quietly shape the community."
1504,Jade Mountain,Saint Lucia,Jade Mountain: Open-Air Sanctuaries Between Saint Lucia's Pitons,"Rising above Soufri\u00e8re on Saint Lucia's forested west coast, Jade Mountain frames the Pitons through sanctuaries that dispense with fourth walls entirely. Each has its own infinity pool, hand-laid tilework and uninterrupted view of the Caribbean Sea. Days unfold with reef snorkelling, cocoa harvesting on the estate's historic plantation and dinners built around produce grown metres from the kitchen. Local craftsmanship shapes every detail, while long-standing community partnerships keep the surrounding marine reserve and rainforest thriving."
1505,Segera,Kenya,Segera: Laikipia's Living Canvas of Wilderness and Wonder,"Set on the Laikipia plateau with Mount Kenya rising beyond the acacia, Segera is a 50,000-acre retreat where art, agriculture and conservation meet. Six timber villas stand amid gardens once grazed bare by cattle, now restored to teeming grassland. Days unfold on horseback, on foot with Maasai guides, or wandering a sculpture collection that rewards slow looking. Rhino and wild dog roam the reserve, while nearby communities share in its healthcare, schooling and enterprise."
1506,Alladale Wilderness Reserve,Scotland,Alladale Wilderness Reserve: Rewilding the Scottish Highlands,"Tucked into 23,000 acres of glen, loch and regenerating forest in Sutherland, Alladale Wilderness Reserve invites you to settle into a Victorian lodge or one of two remote cottages, where log fires, wood panelling and long views set the pace. Days unfold with stalking, wild swimming, mountain biking or tree planting alongside the rangers restoring native woodland. Every stay supports ambitious rewilding work and the Highland communities who make it possible."
1507,Broughton Sanctuary,England,Broughton Sanctuary: Wild Yorkshire Renewal on an Ancient Estate,"Set within 3,000 acres of the Yorkshire Dales, Broughton Sanctuary unfolds around a 900-year-old hall still cared for by the same family. Ancient woodland, restored moorland and wildflower meadows form part of an ambitious rewilding project, while interiors pair heirloom antiques with quiet contemporary comfort. Days here might mean breathwork at dawn, wild swimming, forest walks or long dinners drawn from the kitchen garden ully wild, thoughtfully held, and deeply rooted in place."
1508,Treehouse London,England,Treehouse London: Handcrafted Calm Above Bustling Marylebone,"Perched on Langham Place, moments from Regent Street and the green sweep of Regent's Park, Treehouse London gathers reclaimed timber, vintage finds and handmade textiles into rooms that feel more like a friend's eyrie than a hotel. Climb to The Nest for rooftop views across the city's rooftops, or settle into Madera's Mexican-inspired plates. Low-waste practices and local makers underpin every detail, quietly and without fuss."
1509,Soneva,Maldives,Soneva: Barefoot Luxury and Slow Wonder in the Maldives Atolls,"Scattered across the Maldives' quieter atolls, Soneva invites you to slip off your shoes and settle into a rhythm shaped by tides, stars and sand underfoot. Timber villas open to lagoons and jungle canopy, while astronomy nights, glass-blowing studios and open-air dining sit alongside ambitious coral restoration, waste-to-wealth recycling and community schooling. It is a place where indulgence and responsibility sit comfortably together, and where days unfold with unhurried, imaginative ease."
1510,Shakti Himalaya,India,Shakti Himalaya: Unhurried Village Journeys in Ladakh & Sikkim,"High in the folds of Ladakh, Sikkim and Kumaon, Shakti Himalaya invites you to walk between villages, staying in restored stone houses and heritage homes tended by local families. Days unfold gently: mountain trails, monastery mornings, riverside picnics and dinners of home-grown produce. Interiors are quietly elegant rather than showy, and each journey channels income directly into the communities that host you, keeping traditions, craft and Himalayan hospitality thriving well beyond the guest's stay."
1511,Whitepod,Switzerland,"Whitepod: Geodesic Alpine Living High Above the Rh

e Valley","Perched on the slopes above Les Cerniers in Switzerland's Valais, Whitepod scatters domed pods across alpine meadows, each framing views towards the Rh

e Valley and Dents du Midi. Interiors pair timber, wool and wood-burning stoves with quiet restraint, while days unfold through private ski slopes, snowshoeing, dog-sledding and sunrise hikes. Solar power, spring water and low-impact construction keep the mountain intact, and local producers shape menus rooted firmly in the surrounding valleys."
1512,Eleven Deplar Farm,Iceland,Eleven Deplar Farm: Wild Luxury in Iceland's Troll Peninsula,"Set in the Fljót Valley on Iceland's remote Troll Peninsula, Eleven Deplar Farm is a former sheep farm reborn as a retreat of quiet sophistication. Turf-roofed and low-slung against the mountains, it opens onto heli-skiing descents, salmon rivers, sea kayaking and geothermal waters beneath the northern lights. Interiors marry Nordic restraint with deep comfort, while local guides, farmers and fishermen shape each day. Just thirteen rooms, so the valley feels wonderfully, generously your own.
"
1513,La Peschiera Hotel,Italy,La Peschiera Hotel: Whitewashed Serenity on Puglia's Adriatic,"Set on a rocky ledge between Monopoli and Savelletri, La Peschiera Hotel takes its name from the 17th-century fish ponds still lapping at its terraces. Thirteen whitewashed suites open directly onto the Adriatic, where saltwater pools blur into the sea and breakfast arrives with the scent of wild fennel. Days unfold slowly here: swimming from the rocks, wandering olive groves tended for generations, or dining on the day's catch from local Pugliese fishermen."
1514,Hotel De La Ville,Italy,Hotel De La Ville: Timeless Roman Views Above the Spanish Steps,"Perched at the top of the Spanish Steps, Hotel De La Ville looks out across Rome's rooftops from a hushed corner of Via Sistina. Inside, Grand Tour references meet contemporary Italian craftsmanship, with frescoed ceilings, antique maps and locally sourced marble. Days unfold with guided walks through Trinit	a dei Fiori's artisan workshops, spritzes on the Cielo terrace and gardens tended in partnership with local growers \u2014 an address that rewards slow, curious travellers."
1515,Albergo Pietrasanta,Italy,"Albergo Pietrasanta: Tuscan Marble, Art and Quiet Elegance","Set within a restored seventeenth-century palazzo in the heart of Pietrasanta, this intimate retreat sits moments from sculptors' studios, marble workshops and the piazza where Michelangelo once sourced his stone. Frescoed ceilings, antique furnishings and a glass-roofed winter garden speak of careful restoration rather than reinvention. Days unfold between contemporary galleries, Versilia's beaches and the Apuan Alps, before returning to a courtyard scented with citrus. A place where Tuscan craftsmanship remains gloriously, tangibly alive."
1516,La Roqqa,Italy,La Roqqa: Coastal Elegance Above Tuscany's Porto Ercole Bay,"Perched on the hillside above Porto Ercole, La Roqqa looks out across the Tyrrhenian Sea from the wild Monte Argentario peninsula. Rooms are dressed in soft earth tones and Italian craftsmanship, while rooftop restaurant Scirocco serves seafood drawn from local waters. Days unfold between the saltwater pool, hidden coves reached by boat and walks through Maremma's maquis. Plastic-free by design, the hotel champions regional producers and quietly supports the fishing community that shapes its table."
1517,Villa Franca Hotel,Italy,Villa Franca Hotel: Where Positano Unfolds Below Your Terrace,"Perched on Positano's upper slopes, Villa Franca Hotel looks out across tumbling pastel houses to the Tyrrhenian Sea beyond. Interiors pair hand-painted Vietri tiles with cool whitewashed arches, while the rooftop pool and Li Galli restaurant frame the coastline at every hour. Days begin with lemon-scented breakfasts and unfold into boat trips to hidden coves or walks along the Path of the Gods. Family-run for generations, it keeps Amalfi craftsmanship and hospitality genuinely close."
1518,Relais Roncolo 1888,Italy,Relais Roncolo 1888: Slow Luxury in Emilia's Vineyard Hillsides,"Set among the wooded hills above Quattro Castella, a short drive from Reggio Emilia, Relais Roncolo 1888 occupies a restored nineteenth-century estate where frescoed ceilings meet contemporary Italian craftsmanship. Days unfold slowly here: tastings of Lambrusco and aged Parmigiano, walks through the surrounding parkland, cookery lessons rooted in local tradition. The owners' careful restoration has revived original details and supported regional artisans and producers, giving guests a genuine sense of belonging to this quietly compelling corner of Emilia."
1519,Viesca Toscana,Italy,Viesca Toscana: A Restored Tuscan Hamlet in the Chianti Hills,"Tucked into the hills above the Arno valley, half an hour from Florence, Viesca Toscana gathers restored farmhouses and villas across an estate of olive groves, vineyards and wildflower meadows. Interiors pair honeyed stone and beamed ceilings with quietly contemporary comfort, while days unfold with cookery lessons, olive harvests, cycling through Chianti or long lunches beneath the pergola. The estate's own oil, wine and produce keep local traditions alive, and its craftspeople close at hand."
1520,The Goethe Hotel,Italy,"The Goethe Hotel: Refined Italian Living, Steeped in Story","Named for the poet who wandered Italy in search of light and beauty, The Goethe Hotel invites you to do the same. Interiors pair restored period details with contemporary calm, while sunlit terraces and hushed courtyards encourage lingering. Days unfold through market walks, regional wines and conversations with local artisans whose crafts shape the rooms you sleep in. Family-run and quietly committed to its neighbourhood, it offers the rare pleasure of feeling genuinely at home."
1521,Hotel Vilon,Italy,Hotel Vilon: An Intimate Roman Retreat Beside Palazzo Borghese,"Tucked into a quiet corner of central Rome, Hotel Vilon occupies a wing of the 16th-century Palazzo Borghese, its eighteen rooms overlooking the family's private garden. Interiors layer hand-painted frescoes and bold contemporary fabrics, the work of Italian artisans whose crafts the hotel actively supports. Days might begin with espresso in the courtyard and end over Roman cooking at Adelaide, before a short stroll delivers you to the Spanish Steps and Via Margutta's galleries."
1522,Cape of Senses,Italy,Cape of Senses: Lake Garda's Quiet Art of Slow Luxury,"Perched above Torri del Benaco on Lake Garda's eastern shore, Cape of Senses is an adults-only retreat where olive terraces tumble towards the water and Monte Baldo rises behind. Suites open to lake-facing balconies, the spa draws on local botanicals, and the kitchen leans on Veneto growers and lake-caught fish. Days unfold with cycling through vineyards, sailing at dusk, or simply watching the light shift across the water from a heated infinity pool."
1523,Castle Elvira,Italy,Castle Elvira: A Restored Puglian Reverie Among Olive Groves,"Set amid ancient olive groves near San Cesario di Lecce, Castle Elvira is a 19th-century folly brought gently back to life. Frescoed ceilings, salvaged antiques and bold contemporary art fill rooms once left to silence, while long lunches unfold beneath the loggia. Wander Baroque Lecce, swim in the Adriatic, then return for Salentine cooking rooted in local farms. Every restoration decision honoured the building's history and the craftspeople of Puglia who made it possible."
1524,Hotel Ai Reali,Italy,Hotel Ai Reali: Venetian Grandeur in the Heart of Castello,"Set within a restored 15th-century palazzo in Venice's Castello district, Hotel Ai Reali sits moments from Rialto Bridge yet feels pleasingly removed from the crowds. Frescoed ceilings, Murano glass and Rubelli fabrics meet a serene spa beneath ancient brick vaults. Days might begin with a canal-side breakfast and end with cicchetti in a neighbourhood bacaro. Family-run and deeply local, the hotel champions Venetian artisans, keeping the city's craft traditions quietly alive."
1525,Vista Palazzo,Italy,"Vista Palazzo: Lakeside Elegance in the Heart of Como, Italy","Overlooking the shimmering waters of Lake Como, Vista Palazzo occupies a restored nineteenth-century residence in the centre of Como's old town. Eighteen rooms reveal hand-selected antiques, Italian marble and windows framing the Alps beyond. Dine on the rooftop as evening light settles over the water, unwind in the spa, or set out by private boat to villages few visitors reach. Family-run and deeply rooted here, the hotel champions Lombardy's artisans, growers and lakeside traditions with genuine care."
1526,Shigira Resort,Japan,Shigira Resort: Where Miyako Island's Coral Seas Slow Time Down,"On the southern shore of Miyako Island, where sugarcane fields give way to limestone cliffs and startlingly clear water, Shigira Resort unfolds across a headland of subtropical greenery. Villas and suites open to the Pacific, framed by Okinawan craft, quiet materials and hot springs drawn from deep beneath the island. Days drift between coral gardens, island-grown produce and local music, with reef care and Miyako's farming and artisan communities woven gently into every stay.<br><br>Come and see for yourself.</br></br>"
1527,The Hotel Seiryu,Japan,The Hotel Seiryu: Kyoto's Heritage Reawakened in Higashiyama,"Set on the slopes below Kiyomizu-dera, The Hotel Seiryu occupies a beloved 1933 schoolhouse, its arched windows and terrazzo staircases carefully preserved rather than replaced. Rooms look out over Higashiyama's tiled rooftops, while the rooftop bar frames the pagoda at dusk. Days here unfold slowly: tea with a local master, dawn walks along lantern-lit lanes, kaiseki shaped by Kyoto growers. A building saved by the neighbourhood that once filled it with children."
1528,Sankara Hotel & Spa,Japan,Sankara Hotel & Spa: Yakushima's Ancient Cedar Forest Retreat,"On the subtropical island of Yakushima, where thousand-year-old cedars rise from moss-cushioned slopes, Sankara sits quietly above the Pacific amid its own gardens and groves. Villa-style suites blend Japanese craft with island light, while the spa and kitchen draw on flying fish, citrus and mountain herbs from nearby producers. Guides lead guests into UNESCO-listed forests and along river gorges, and the hotel's conservation work helps protect the very wilderness that shapes every stay here."
1529,The Namkhan,Lao People's Dem Republic,The Namkhan: Riverside Retreat in the Hills of Luang Prabang,"Set above the Nam Khan river a short drive from Luang Prabang, The Namkhan unfolds across gardens, rice terraces and quiet stretches of forest. Rooms and villas are shaped from timber, stone and local craft, opening to water views and birdsong. Days might mean paddling the river, cycling to nearby villages, or learning from the farm that supplies the kitchen. Guest stays support local education and land regeneration, making the calm here quietly purposeful."
1530,Velassaru,Maldives,Velassaru: Barefoot Elegance on a South Male Atoll Island,"Just twenty-five minutes by speedboat from Male, Velassaru occupies its own slender island in the South Male Atoll, ringed by a house reef that rewards every early morning swim. Interiors lean towards clean lines, pale timber and quiet restraint, while dining moves from a sandbank supper to a bar suspended above the lagoon. Marine biologists guide coral restoration and turtle spotting, and the resort's reef work continues long after guests have dried off their fins."
1531,Huvafen Fushi,Maldives,Huvafen Fushi: Where Maldivian Reefs Meet Quiet Indulgence,"Set within its own lagoon in the North Mal\u00e9 Atoll, Huvafen Fushi is a place of considered calm, where forty-three bungalows and overwater villas open straight onto turquoise shallows. Descend to the world's first underwater spa, dine beneath the waterline, or drift over a house reef tended by resident marine biologists working on coral restoration. Barefoot days unfold slowly here \u2014 wine cellar tastings, sunrise yoga, dhoni voyages \u2014 with an intimacy that larger islands simply cannot offer."
1532,Villa Park,Maldives,Villa Park: Barefoot Island Living in the Heart of the Maldives,"Set within the South Ari Atoll, Villa Park occupies a lushly wooded island fringed by a house reef where whale sharks glide year-round. Timber-clad villas open directly onto sand or turquoise shallows, while dive guides, marine biologists and local chefs shape days here. Snorkel at dawn, join reef restoration efforts, or simply retreat beneath the palms. Conservation and island community life run quietly through every corner of the stay."
1533,Villa Santa Cruz,Mexico,Villa Santa Cruz: Barefoot Coastal Living on Mexico's Pacific,"Set above a wide stretch of Pacific sand, Villa Santa Cruz invites you to slow down among whitewashed adobe walls, hand-carved wood and shaded terraces open to the sea breeze. Days unfold with horseback rides along the shore, estuary paddles among herons, and long lunches drawn from nearby farms and fishing boats. The villa works closely with its village neighbours, supporting local artisans and turtle protection efforts, so your stay leaves something meaningful behind."
1534,The Bespoke,Mexico,The Bespoke: Considered Luxury in the Heart of Mexico's Coast,"Tucked between jungle and shoreline, The Bespoke offers a quietly considered take on Mexican hospitality. Interiors draw on local craftsmanship anging from hand-thrown ceramics to woven textiles while open-air spaces invite the breeze and birdsong indoors. Days might begin with a swim before breakfast, unfold through cooking sessions with regional producers, and close beneath a sky untouched by city light. The team works closely with neighbouring communities and conservation partners, ensuring your stay leaves something meaningful behind."
1535,Wakax Hacienda,Mexico,Wakax Hacienda: A Restored Yucatán Retreat with Its Own Cenote,"Tucked between Tulum's coast and the sleepy village of Sac Actun, Wakax Hacienda is a 19th-century henequen estate reborn as an intimate eight-suite hideaway. Colonial stonework meets Mayan craft, while a private cenote glimmers beneath the jungle canopy. Days unfold with birdsong breakfasts, guided swims and Yucatecan cooking rooted in the garden. Local families work and share their knowledge here, and much of the surrounding forest remains deliberately, beautifully untouched."
1536,Villa Geba,Montenegro,Villa Geba: Adriatic Serenity Above Montenegro's Coastline,"Set on a hillside above Montenegro's Adriatic shoreline, Villa Geba looks out across olive groves and glittering water towards Sveti Stefan. Stone terraces, natural textures and locally crafted furnishings give the house a quiet, grounded elegance, while the infinity pool invites long afternoons of doing wonderfully little. Days might begin with a swim in a hidden cove, continue with market produce prepared by a private chef, and end beneath a sky thick with stars."
1537,Hotel Sahrai,Morocco,Hotel Sahrai: Contemporary Calm Above the Ancient Medina of Fez,"Perched on a hillside above Fez, Hotel Sahrai looks out across the rooftops and minarets of the world's oldest living medina. Behind its calm lines lies a dialogue between Moroccan craft and contemporary design: zellige tilework, cedar and cool marble shaped by local artisans. Days unfold between the black-tiled pool, a Givenchy spa and guided walks through tanneries and souks with Fassi hosts who know every hidden doorway.<br><br>Evenings belong to the terrace, mint tea in hand."
1538,La Sultana Hotels,Morocco,"La Sultana Hotels: Moroccan Soul, from Medina to Ocean Shore","Spanning Marrakech's hushed Kasbah quarter, the ramparts of Oualidia's lagoon and a coastal retreat beside the Atlantic, La Sultana Hotels invite you into a Morocco of carved cedar, tadelakt and courtyard calm. Days unfold with oyster tastings, hammam rituals, horse riding through eucalyptus groves or rooftop suppers above the rooftops. Each address is family-run, employing local artisans and craftspeople, and quietly supporting the lagoon's fragile birdlife and the neighbourhoods that surround it."
1539,Yemaya Reefs,Nicaragua,Yemaya Reefs: Barefoot Island Luxury on Nicaragua's Little Corn,"On the wild eastern edge of Little Corn Island, Yemaya Reefs looks out across the Caribbean from a bluff where the reef breaks white and the trade winds rarely rest. Thatched suites in pale timber and stone open to sea air, while days drift between diving, yoga, spa treatments and long lunches of just-landed fish. There are no cars here, only sand paths, island neighbours who shape the kitchen and the school the lodge helps sustain."
1540,The Lindenberg,Norway,The Lindenberg: Refined Norwegian Calm Amid Fjord and Forest,"Set within Norway's quietly dramatic landscape, The Lindenberg invites you to slow down among forested slopes, still water and clear northern light. Interiors pair Scandinavian restraint with warm textures and locally made pieces, while kitchen menus follow the seasons, drawing on nearby farms and foragers. Days might mean lake swims, woodland walks or long conversations beside the fire. Thoughtful energy use and close ties with local craftspeople make each stay feel genuinely rooted here."
1541,Carmo’s Boutique Hotel,Portugal,Carmo's Boutique Hotel: Quiet Luxury Above the Lima Valley,"Set on a hillside above Ponte de Lima, Portugal's oldest town, Carmo's Boutique Hotel is surrounded by vines, granite walls and eucalyptus-scented air. Its suites pair contemporary Portuguese design with hand-chosen art, while the spa, infinity pool and vinho verde tastings encourage unhurried days. The kitchen leans on the estate's gardens and neighbouring smallholders, and solar energy, rainwater harvesting and regional craftsmanship quietly shape the experience. Somewhere to breathe deeply, wander the Minho, and stay longer than planned."
1542,Hotel Casa Palmela,Portugal,Hotel Casa Palmela: Timeless Grace in the Wild Arrábida Hills,"Set within a former 17th-century manor on the edge of the Arrábida Natural Park, Hotel Casa Palmela looks out across vineyards, cork oaks and the shimmer of the Sado estuary. Interiors pair heirloom azulejos with contemporary calm, while days unfold through hillside walks, dolphin-watching in Setúbal Bay and tastings of Palmela's Castelão wines. Local producers supply the kitchen, and the estate's gardens are tended with care for native species and the surrounding wildlife."
1543,Olive Boutique Hotel,Puerto Rico,Olive Boutique Hotel: Mediterranean Calm in San Juan's Condado,"Tucked into a leafy Condado street, moments from the Atlantic and San Juan's lagoon, Olive Boutique Hotel brings a distinctly Mediterranean sensibility to Puerto Rico. Just fifteen rooms, dressed in olive wood, linen and hand-laid tile, open onto a rooftop where sunset cocktails and Sardinian-inspired plates await. Days drift between beach walks, Old San Juan's cobblestones and long lunches sourced from island growers. Staff, many locally born, share their city with genuine pride and quiet, attentive grace."
1544,Bequia Beach Hotel,Saint Vincent and the Grenadines,Bequia Beach Hotel: Refined Caribbean Calm on Friendship Bay,"On the gentle southern shore of Bequia, where fishing boats still outnumber cars, Bequia Beach Hotel unfolds across the sands of Friendship Bay. Colonial-style suites and villas open to sea breezes, hand-picked antiques and locally crafted details. Days drift between snorkelling over turtle grass, sailing to neighbouring Grenadine islands and dining on the catch landed that morning. The hotel supports island turtle conservation and schools, so your stay quietly strengthens the community that makes Bequia so beguiling."
1545,Principe Collection,Sao Tome and Principe,"Principe Collection: Rainforest, Ocean and Island Renewal","On Príncipe, a small volcanic island adrift in the Gulf of Guinea, the Principe Collection gathers a handful of distinct retreats across a UNESCO Biosphere Reserve. Stay in a restored plantation house among cacao groves, or wake to surf breaking below a jungle-fringed bay. Guides reveal endemic birds, hidden waterfalls and fishing villages, while much of what you eat is grown nearby. Local employment, schools and reforestation are woven into daily island life here."
1546,The Cellars-Hohenort Hotel,South Africa,The Cellars-Hohenort Hotel: A Garden Sanctuary in Constantia,"Set within nine acres of heritage gardens in Cape Town's Constantia Valley, The Cellars-Hohenort unfolds across two historic manor houses beneath the wooded slopes of Table Mountain. Ancient camphor trees, rose terraces and kitchen beds supply the celebrated kitchens, while rooms blend Cape antiques with generous comfort. Days might begin with a guided garden walk and end with wines from neighbouring estates. Local artisans, growers and conservation projects remain woven quietly into everyday hospitality here."
1547,The Marine Hotel,South Africa,The Marine Hotel: Whale-Watching Elegance on Hermanus Cliffs,"Perched above the rocky shoreline of Walker Bay in Hermanus, The Marine Hotel invites you to watch southern right whales surface just beyond your window. Interiors blend antique finds with contemporary South African art, while two restaurants celebrate Overberg produce and Hemel-en-Aarde wines. Days unfold with cliff-path walks, fynbos-scented spa treatments and marine conservation talks led by local guides. It is a place where refined comfort meets genuine care for the coastline and its community."
1548,The Plettenberg Hotel,South Africa,The Plettenberg Hotel: Cliffside Grace on the Garden Route,"Perched on a rocky headland above Plettenberg Bay, this Garden Route landmark looks out across Formosa Cove towards the Tsitsikamma mountains, where southern right whales pass close to shore between June and November. Interiors blend Cape heritage with contemporary calm, while the terrace invites long lunches above the Indian Ocean. Days might involve forest walks, marine safaris or time at the spa, and the hotel's support for local conservation and community projects runs quietly throughout."
1549,Seda Club Hotel,Spain,Seda Club Hotel: Granada's Refined Retreat Beneath the Alhambra,"Set within a restored 19th-century townhouse in the heart of Granada, Seda Club Hotel places you moments from the Cathedral, the Albaicín's winding lanes and the Alhambra rising above. Interiors pair original architectural details with contemporary Andalusian craft, while the rooftop terrace offers Sierra Nevada views at sunset. Expect attentive service, locally sourced cooking and thoughtful introductions to the city's artisans, from silk weavers to guitar makers, in a hotel that quietly champions its neighbourhood."
1550,Nobu Hotel Ibiza Bay,Spain,Nobu Hotel Ibiza Bay: Barefoot Elegance on Talamanca Bay Shore,"Set along the sheltered curve of Talamanca Bay, moments from Ibiza Town's Unesco-listed Dalt Vila, this whitewashed retreat pairs Japanese restraint with Balearic ease. Days drift between saltwater pools, Six Senses spa rituals and Nobu's celebrated cuisine, while sunset yoga and Posidonia seagrass conservation initiatives keep the island's fragile waters in focus. Family suites, an art programme and Ibizan makers' markets lend genuine local character to a stay that feels considered rather than showy."
1551,CoolRooms Hotel,Spain,CoolRooms Hotel: Refined Calm in the Heart of Historic Spain,"Set within a lovingly restored palace in one of Spain's most storied quarters, CoolRooms Hotel pairs original mouldings and marble with contemporary comfort. Mornings begin with Iberian coffee in a plant-filled courtyard; evenings drift towards the rooftop pool, where terracotta rooftops soften into dusk. Interiors honour local craftsmanship, while kitchens champion producers from nearby markets. Step outside and centuries of architecture, tapas counters and independent galleries await, all within an unhurried walk of your door."
1552,The Principal Madrid Hotel,Spain,The Principal Madrid Hotel: Refined Living Above Gran Vía,"Where Gran Vía meets the elegant Chueca and Salesas districts, The Principal Madrid Hotel occupies a restored 1917 building with quiet confidence. Interiors by Luis Galliussi pair warm woods and considered vintage pieces with generous light, while the rooftop terrace frames the city's tiled domes and Sierra beyond. Dine on seasonal Spanish produce, wander to the Prado on foot, then return for a cocktail as Madrid's evening rhythm unfolds below your window."
1553,Dwarika's Sanctuary,Nepal,Dwarika's Sanctuary: Himalayan Serenity Above the Clouds,"High on a forested ridge above the Kathmandu Valley, Dwarika's Sanctuary looks out towards the Himalaya through pine and rhododendron. Rooms draw on Newari craftsmanship, with hand-carved timber and locally woven textiles, while days unfold through meditation with resident monks, Ayurvedic therapies and walks to hillside villages. Meals begin in the organic gardens. Guided by a family legacy of preserving Nepali artistry, the retreat trains local artisans and supports the communities that make this corner of the country quietly extraordinary."
1554,Anantara Palais Hansen Vienna,Austria,Anantara Palais Hansen Vienna: Imperial Elegance Reimagined,"Set on Vienna's grand Ringstrasse, this restored 19th-century palace was designed by architect Theophil Hansen for the 1873 World Exhibition. Today its lofty salons and softly lit corridors blend Habsburg-era detail with contemporary calm, moments from the Danube Canal, the State Opera and the city's coffee houses. Expect thoughtful Austrian cuisine, a serene spa and a team who share Vienna's musical traditions and artisan makers with genuine pride. A stay that feels personal rather than performative."
1555,Anantara Plaza Nice Hotel,France,Anantara Plaza Nice Hotel: Belle Époque Grace on the Riviera,"Set between the Jardin Albert 1er and the shimmering Baie des Anges, Anantara Plaza Nice Hotel occupies a restored Belle Époque landmark moments from Vieux Nice and the Promenade des Anglais. Interiors pair Riviera lightness with Mediterranean craftsmanship, while the rooftop pool and terrace frame the old town's terracotta rooftops. Days unfold with market walks, Provençal cookery sessions and Niçois flavours, guided by a team committed to local producers and the city's living heritage."
1556,Anantara The Marker Dublin Hotel,Ireland,"Anantara The Marker Dublin Hotel: Docklands Style, Skyline Views","Rising in sharp geometric lines above Grand Canal Dock, Anantara The Marker Dublin Hotel brings a quietly theatrical edge to Ireland's capital. Its faceted facade echoes the Giant's Causeway, while inside, Irish craftsmanship meets Thai-inspired hospitality. Spend mornings in the infinity pool, afternoons following the hotel's own city walks, and evenings on the rooftop as the Dublin Mountains fade to violet. Local growers, artists and makers shape the menus, spa rituals and gallery-like interiors throughout."
1557,Anantara Angkor Resort,Cambodia,Anantara Angkor Resort: Serene Siem Reap Sanctuary Awaits,"Moments from the temples of Angkor, this intimate retreat holds just 39 suites arranged around a courtyard pool, where frangipani shade and Khmer artistry set a calm, contemplative mood. Days might begin with sunrise at Angkor Wat, followed by a Cambodian cooking class, a spa ritual drawn from local traditions, or a guided cycle through rice fields and village lanes. Warm Khmer hospitality, thoughtful sourcing and support for community initiatives give every stay quiet purpose."
1558,Anantara Jewel Bagh,India,Anantara Jewel Bagh: Rajasthan's Gardens of Living Heritage,"Set within Rajasthan's storied landscape, Anantara Jewel Bagh draws on the craft of local artisans, from hand-carved sandstone to mirrorwork that catches the desert light. Days unfold slowly here: courtyard breakfasts, guided walks through nearby villages, conversations with craftspeople who keep centuries-old techniques alive. Water is conserved, ingredients are grown close by, and the surrounding wilderness is quietly protected. It is a place to linger, listen and leave feeling genuinely connected."
1559,Raffles Jaipur,India,Raffles Jaipur: Where Rajasthani Grandeur Meets Quiet Luxury,"Set on the edge of Jaipur, with the Aravalli hills rising beyond, Raffles Jaipur unfolds like a private palace of hand-carved marble, frescoed ceilings and courtyards scented with jasmine. Just 45 suites invite unhurried days: astronomy on the rooftop, Ayurvedic rituals, or dawn drives to Amber Fort before the crowds. Artisans from nearby villages shaped much of the craftsmanship here, and the celebrated Raffles Butlers ensure every detail feels considered, personal and quietly generous."
1560,Devasom Khao Lak Beach Resort & Villas,Thailand,Devasom Khao Lak Beach Resort & Villas: Andaman Serenity,"Set along a quiet stretch of Andaman coastline north of Phuket, Devasom Khao Lak Beach Resort & Villas pairs breezy colonial-inspired architecture with the rhythm of village life. Days unfold between private pools, sea-facing verandas and casuarina-shaded sands, with Similan diving, mangrove paddling and turtle conservation projects close at hand. Kitchens favour Phang Nga growers and day-boat catches, while interiors nod to southern Thai craft. An unhurried retreat for those who prefer discovery over spectacle."
1561,Aarunya Nature Resort & Spa,Sri Lanka,Aarunya Nature Resort & Spa: Kandy's Hillside Sanctuary,"Perched on a forested ridge above Kandy, Aarunya Nature Resort & Spa looks out across terraced valleys where mist gathers at dawn and birdsong carries far. Villas built from local stone and timber follow the contours of the hillside, each opening to wide views. Days unfold with Ayurvedic treatments, guided walks to hidden waterfalls and dinners drawn from village growers, while the resort's rewilding of native trees quietly restores the surrounding slopes for generations ahead."
